PTN,pleiotrophin,Meningioma Tetraploidy
PTOS1,ptosis; congenital 1 (autosomal dominant),Ptosis; Hereditary Congenital; 1 Ptosis; Congenital
PTOS2,Ptosis; hereditary congenital 2,Ptosis; Hereditary Congenital 2
PTPLA,protein tyrosine phosphatase-like (proline instead of catalytic arginine); member A,Congenital Fiber-Type Disproportion
PTPMT1,protein tyrosine phosphatase; mitochondrial 1,Stomach Cancer
PTPN1,protein tyrosine phosphatase; non-receptor type 1,Bubonic Plague;  Plague;  Estrogen-Receptor Negative Breast Cancer;  Show all 6
PTPN11,protein tyrosine phosphatase; non-receptor type 11,Metachondromatosis;  Leopard Syndrome 1;  Noonan Syndrome 1;  2
PTPN12,protein tyrosine phosphatase; non-receptor type 12,Colon Cancer; Somatic
PTPN14,protein tyrosine phosphatase; non-receptor type 14,Choanal Atresia And Lymphedema;  Choanal Atresia Lymphedema
PTPN2,protein tyrosine phosphatase; non-receptor type 2,Oligoarticular Juvenile Arthritis Polyarticular Onset Juvenile Idiopathic Arthritis
PTPN22,protein tyrosine phosphatase; non-receptor type 22 (lymphoid),Vogt-Koyanagi-Harada Disease;  Rheumatoid Arthritis;  Temporal Arteritis;  8
PTPN3,protein tyrosine phosphatase; non-receptor type 3,Cholangiocarcinoma;  Bannayan-Riley-Ruvalcaba Syndrome;  Ruvalcaba Syndrome Show all 4
PTPN6,protein tyrosine phosphatase; non-receptor type 6,Cd45 Deficiency;  Polycythemia Vera Polycythemia
PTPN7,protein tyrosine phosphatase; non-receptor type 7,Noonan Syndrome
PTPRA,protein tyrosine phosphatase; receptor type; A,Estrogen-Receptor Negative Breast Cancer
PTPRB,protein tyrosine phosphatase; receptor type; B,Hyperkalemic Periodic Paralysis
PTPRC,protein tyrosine phosphatase; receptor type; C,Testicular Lymphoma;  Hepatitic C Virus;  Hepatitis C Virus;  7
PTPRCAP,protein tyrosine phosphatase; receptor type; C-associated protein,Autoimmune Hepatitis
PTPRD,protein tyrosine phosphatase; receptor type; D,Familial Melanoma
PTPRE,protein tyrosine phosphatase; receptor type; E,Ascending Colon Cancer
PTPRF,protein tyrosine phosphatase; receptor type; F,Breasts And/or Nipples; Aplasia Or Hypoplasia Of; 2;  Ureterocele Insulin Resistance
PTPRG,protein tyrosine phosphatase; receptor type; G,Renal Cell Carcinoma
PTPRH,protein tyrosine phosphatase; receptor type; H,Stomach Cancer
PTPRJ,protein tyrosine phosphatase; receptor type; J,Precursor B Lymphoblastic Lymphoma/leukemia;  Lymphoblastic Lymphoma;  Colon Cancer; Somatic;  Show all 7
PTPRN,protein tyrosine phosphatase; receptor type; N,Diabetes Mellitus;  Type 1 Diabetes Mellitus Maternally Inherited Diabetes And Deafness
PTPRN2,protein tyrosine phosphatase; receptor type; N polypeptide 2,Spondylolysis Diabetes Mellitus
PTPRO,protein tyrosine phosphatase; receptor type; O,Nephrotic Syndrome; Type 6;  Nephrotic Syndrome;  Familial Idiopathic Steroid-Resistant Nephrotic Syndrome With Diffuse Mesangial Sclerosis;  Show all 7
PTPRQ,protein tyrosine phosphatase; receptor type; Q,Deafness; Autosomal Recessive 84A;  Mesangial Proliferative Glomerulonephritis;  Proliferative Glomerulonephritis Show all 4
PTPRR,protein tyrosine phosphatase; receptor type; R,Colorectal Cancer
PTPRS,protein tyrosine phosphatase; receptor type; S,Pineal Gland Cancer;  Ureterocele;  Chordoid Glioma Show all 4
PTPRZ1,protein tyrosine phosphatase; receptor-type; Z polypeptide 1,H. Pylori Infection Hyperkalemic Periodic Paralysis
PTRF,polymerase I and transcript release factor,Congenital Generalized Lipodystrophy Type 4;  Congenital Generalized LipodystrophyLipodystrophy
PTS,6-pyruvoyltetrahydropterin synthase,Hyperphenylalaninemia; Bh4-Deficient; A;  6-Pyruvoyl-Tetrahydropterin Synthase Deficiency; Intestinal Perforation;  5
PTTG1,pituitary tumor-transforming 1,Thyroid Cancer Thymic Hyperplasia
PTX3,pentraxin 3; long,Infectious Myocarditis;  Myocardial Infarction;  Iga Glomerulonephritis;  Show all 7
PUF60,poly-U binding splicing factor 60KDa,Verheij Syndrome
PUJO,pelviureteric junction obstruction,Multicystic Renal Dysplasia; Bilateral
PUM1,pumilio RNA-binding family member 1,Intermediate Charcot-Marie-Tooth Neuropathy
PURA,purine-rich element binding protein A,Bladder Neck Obstruction;  Tick-Borne Relapsing Fever;  Urethral Intrinsic Sphincter DeficiencyShow all 4
PURB,purine-rich element binding protein B,Tick-Borne Relapsing Fever Relapsing Fever
PUS1,pseudouridylate synthase 1,Mitochondrial Myopathy And Sideroblastic Anemia 1;  Myopathy; Lactic Acidosis; And Sideroblastic Anemia 1;  Sideroblastic Anemia;  Show all 6
PVALB,parvalbumin,Subcortical Band Heterotopia;  Fetal Alcohol Syndrome;  Gangliocytoma;  Show all 9
PVNH3,Periventricular nodular heterotopia 3,Periventricular Nodular Heterotopia 3 Periventricular Nodular Heterotopia
PVNH5,Periventricular nodular heterotopia 5,Periventricular Nodular Heterotopia 5 Periventricular Nodular Heterotopia
PVOP1,Pelvic organ prolapse; susceptibility to; 1,Pelvic Organ Prolapse 1
PVOP2,Pelvic organ prolapse; susceptibility to; 2,Pelvic Organ Prolapse 2
PVR,poliovirus receptor,Paralytic Poliomyelitis;  Poliomyelitis Malignant Glioma
PVRL1,poliovirus receptor-related 1 (herpesvirus entry mediator C),Orofacial Cleft 7;  Zlotogora Syndrome;  Cleft Lip;  Show all 7
PVRL2,poliovirus receptor-related 2 (herpesvirus entry mediator B),Herpes Simplex Multiple Sclerosis
PVRL4,poliovirus receptor-related 4,Ectodermal Dysplasia-Syndactyly Syndrome 1 Syndactyly
PWAR1,Prader Willi/Angelman region RNA 1,Melanoma Metastasis
PWAR4,Prader Willi/Angelman region RNA 4,Major Depressive Disorder
PWAR5,Prader Willi/Angelman region RNA 5,Angelman Syndrome Autism Spectrum Disorder
PWARSN,Prader Willi/Angelman region RNA; SNRPN neighbor,Angelman Syndrome
PWP1,PWP1 homolog (S. cerevisiae),Cardiac Tamponade
PWRN1,Prader-Willi region non-protein coding RNA 1,Prader-Willi Syndrome
PXDN,peroxidasin homolog (Drosophila),Corneal Opacification And Other Ocular Anomalies Melanoma
PXK,PX domain containing serine/threonine kinase,Systemic Lupus Erythematosus Sle Susceptibility
PXMP4,peroxisomal membrane protein 4; 24kDa,Prostate Adenocarcinoma
PXN,paxillin,Corneal Opacification And Other Ocular Anomalies
PYCARD,PYD and CARD domain containing,Cryopyrin-Associated Periodic Syndrome;  Prostate Cancer Liver Cancer
PYCR1,pyrroline-5-carboxylate reductase 1,De Barsy Syndrome;  Cutis Laxa; Autosomal Recessive; Type Iiib;  Pycr1-Related Cutis Laxa; Show all 6
PYCR2,pyrroline-5-carboxylate reductase family; member 2,Gyrate Atrophy
PYCRL,pyrroline-5-carboxylate reductase-like,Gyrate Atrophy
PYGL,phosphorylase; glycogen; liver,Glycogen Storage Disease Vi;  Glycogen Storage Disease Hypoglycemia
PYGM,phosphorylase; glycogen; muscle,Glycogen Storage Disease V;  Acute Insulin Response;  Phosphoglycerate Kinase Deficiency; Show all 9
PYGO1,pygopus family PHD finger 1,Acute Diarrhea
PYGO2,pygopus family PHD finger 2,Oligospermia
PYHIN1,pyrin and HIN domain family; member 1,Breast Cancer
PYY,peptide YY,Urachal Adenocarcinoma;  Obesity;  Obesity; Pyy-Related;  2
PZP,pregnancy-zone protein,Oophoritis
QARS,glutaminyl-tRNA synthetase,Microcephaly; Progressive; Seizures; And Cerebral And Cerebellar Atrophy
QDPR,quinoid dihydropteridine reductase,Dihydropteridine Reductase Deficiency;  Bh4-Deficient Hyperphenylalaninemia C; Tetrahydrobiopterin Deficiency;  5
QKI,QKI; KH domain containing; RNA binding,6Q Terminal Deletion Syndrome Schizophrenia
QPRT,quinolinate phosphoribosyltransferase,Pellagra;  Follicular Thyroid Carcinoma Seizure Disorder
QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,Lymphogranuloma Venereum
QSOX2,quiescin Q6 sulfhydryl oxidase 2,Neuroblastoma
RA1,Rheumatoid arthritis QTL 01,Rheumatoid Arthritis
RA10,Rheumatoid arthritis QTL 10,Rheumatoid Arthritis
RA11,Rheumatoid arthritis QTL 11,Rheumatoid Arthritis
RA12,Rheumatoid arthritis QTL 12,Rheumatoid Arthritis
RA13,Rheumatoid arthritis QTL 13,Rheumatoid Arthritis
RA14,Rheumatoid arthritis QTL 14,Rheumatoid Arthritis
RA15,Rheumatoid arthritis QTL 15,Rheumatoid Arthritis
RA16,Rheumatoid arthritis QTL 16,Rheumatoid Arthritis
RA17,Rheumatoid arthritis QTL 17,Rheumatoid Arthritis
RA18,Rheumatoid arthritis QTL 18,Rheumatoid Arthritis
RA19,Rheumatoid arthritis QTL 19,Rheumatoid Arthritis
RA2,Rheumatoid arthritis QTL 01,Rheumatoid Arthritis
RA20,Rheumatoid arthritis QTL 20,Rheumatoid Arthritis
RA21,Rheumatoid arthritis QTL 21,Rheumatoid Arthritis
RA22,Rheumatoid arthritis QTL 22,Rheumatoid Arthritis
RA23,Rheumatoid arthritis QTL 23,Rheumatoid Arthritis
RA24,Rheumatoid arthritis QTL 24,Rheumatoid Arthritis
RA25,Rheumatoid arthritis QTL 25,Rheumatoid Arthritis
RA26,Rheumatoid arthritis QTL 26,Rheumatoid Arthritis
RA27,Rheumatoid arthritis QTL 27,Rheumatoid Arthritis
RA28,Rheumatoid arthritis QTL 28,Rheumatoid Arthritis
RA29,Rheumatoid arthritis QTL 29,Rheumatoid Arthritis
RA3,Rheumatoid arthritis QTL 02,Rheumatoid Arthritis
RA30,Rheumatoid arthritis QTL 30,Rheumatoid Arthritis
RA31,Rheumatoid arthritis QTL 31,Rheumatoid Arthritis
RA4,Rheumatoid arthritis QTL 04,Rheumatoid Arthritis
RA5,Rheumatoid arthritis QTL 01,Rheumatoid Arthritis
RA6,Rheumatoid arthritis QTL 06,Rheumatoid Arthritis
RA7,Rheumatoid arthritis QTL 07,Rheumatoid Arthritis
RA8,Rheumatoid arthritis QTL 08,Rheumatoid Arthritis
RA9,Rheumatoid arthritis QTL 09,Rheumatoid Arthritis
RAB11A,RAB11A; member RAS oncogene family,Esophagus Squamous Cell Carcinoma Charcot-Marie-Tooth Disease Type 4
RAB11FIP1,RAB11 family interacting protein 1 (class I),Griscelli Syndrome
RAB11FIP3,RAB11 family interacting protein 3 (class II),Medulloblastoma
RAB11FIP5,RAB11 family interacting protein 5 (class I),Atypical Autism
RAB15,RAB15; member RAS oncogene family,Neuroblastoma;  Lung Cancer Lung Cancer Susceptibility
RAB18,RAB18; member RAS oncogene family,Warburg Micro Syndrome 3;  Warburg Micro Syndrome;  Micro Syndrome;  Show all 9
RAB1A,RAB1A; member RAS oncogene family,Rectum Adenocarcinoma;  Choroideremia Legionnaires Disease
RAB1B,RAB1B; member RAS oncogene family,Platelet Storage Pool Deficiency
RAB23,RAB23; member RAS oncogene family,Carpenter Syndrome 1;  Carpenter Syndrome;  Dextrocardia Show all 4
RAB27A,RAB27A; member RAS oncogene family,Griscelli Syndrome Type 2;  Chediak-Higashi Syndrome;  Griscelli Syndrome;  Show all 7
RAB27B,RAB27B; member RAS oncogene family,Griscelli Syndrome;  Birt-Hogg-Dube Syndrome Platelet Storage Pool Deficiency
RAB28,RAB28; member RAS oncogene family,Cone-Rod Dystrophy 18 Cone-Rod Dystrophy 2
RAB2A,RAB2A; member RAS oncogene family,Vaginal Cancer Duane Retraction Syndrome
RAB2B,RAB2B; member RAS oncogene family,Oculocerebrorenal Syndrome
RAB33B,RAB33B; member RAS oncogene family,Smith-Mccort Dysplasia 2;  Dyggve-Melchior-Clausen Syndrome;  Spondyloepimetaphyseal Dysplasia;  Show all 5
RAB36,RAB36; member RAS oncogene family,Rhabdoid Cancer
RAB38,RAB38; member RAS oncogene family,Melanoma
RAB39B,RAB39B; member RAS oncogene family,Mental Retardation; X-Linked 29 And Others Mental Retardation
RAB3A,RAB3A; member RAS oncogene family,Choroideremia
RAB3D,RAB3D; member RAS oncogene family,Glioblastoma
RAB3GAP1,RAB3 GTPase activating protein subunit 1 (catalytic),Warburg Micro Syndrome 1;  Warburg Micro Syndrome;  Micro Syndrome;  Show all 5
RAB3GAP2,RAB3 GTPase activating protein subunit 2 (non-catalytic),Warburg Micro Syndrome 2;  Martsolf Syndrome;  Autosomal Recessive Spastic Paraplegia Type 69;  Show all 6
RAB3IL1,RAB3A interacting protein (rabin3)-like 1,Necrotizing Fasciitis
RAB40AL,RAB40A; member RAS oncogene family-like,Mental Retardation; X-Linked; Syndromic; Martin-Probst Type;  Deafness - Intellectual Disability; Martin-Probst Type Duchenne Muscular Dystrophy
RAB4B,RAB4B; member RAS oncogene family,Liver Cancer
RAB5A,RAB5A; member RAS oncogene family,Borna Disease;  Venezuelan Equine Encephalitis Choroideremia
RAB6A,RAB6A; member RAS oncogene family,Oculocerebrorenal Syndrome;  Choroideremia Proximal Spinal Muscular Atrophy
RAB7A,RAB7A; member RAS oncogene family,Charcot-Marie-Tooth Neuropathy Type 2B;  Venezuelan Equine Encephalitis;  Choroideremia; Show all 6
RAB7B,RAB7B; member RAS oncogene family,Acute Promyelocytic Leukemia
RAB8A,RAB8A; member RAS oncogene family,Sphingolipidosis Melanoma
RAB9A,RAB9A; member RAS oncogene family,Vaccinia
RAB9B,RAB9B; member RAS oncogene family,Pelizaeus-Merzbacher Disease
RABEP2,rabaptin; RAB GTPase binding effector protein 2,Pertussis
RABGGTA,Rab geranylgeranyltransferase; alpha subunit,Choroideremia
RABGGTB,Rab geranylgeranyltransferase; beta subunit,Choroideremia
RABL6,RAB; member RAS oncogene family-like 6,Breast Cancer
RAC2,ras-related C3 botulinum toxin substrate 2 (rho family; small GTP binding protein Rac2),Neutrophil Immunodeficiency Syndrome
RAD17P1,RAD17 homolog (S. pombe) pseudogene 1,Seminoma
RAD17P2,RAD17 homolog (S. pombe) pseudogene 2,Seminoma
RAD21,RAD21 homolog (S. pombe),Cornelia De Lange Syndrome 4;  Rad21-Related Cornelia De Lange Syndrome;  Cornelia De Lange Syndrome 1;  Show all 5
RAD23A,RAD23 homolog A (S. cerevisiae),Xeroderma Pigmentosum; Group C
RAD23B,RAD23 homolog B (S. cerevisiae),Xeroderma Pigmentosum; Group C;  Mutagen Sensitivity Xeroderma Pigmentosum
RAD50,RAD50 homolog (S. cerevisiae),Nijmegen Breakage Syndrome-Like Disorder;  Nijmegen Breakage Syndrome;  Breast-Ovarian Cancer; Familial; 1;  Show all 5
RAD51,RAD51 recombinase,Mirror Movements 2;  Breast Cancer Susceptibility;  Breast Cancer;  7
RAD51C,RAD51 paralog C,Fanconi Anemia; Complementation Group O;  Rad51C-Related Familial Susceptibility To Breast-Ovarian Cancer;  Breast-Ovarian Cancer; Familial 3;  Show all 9
RAD51D,RAD51 paralog D,Breast-Ovarian Cancer; Familial 4;  Rad51D-Related Familial Susceptibility To Breast-Ovarian Cancer;  Ovarian Cancer Show all 4
RAD52,RAD52 homolog (S. cerevisiae),Familial Chronic Lymphocytic Leukemia;  Acoustic Neuroma Breast Cancer Susceptibility
RAD54B,RAD54 homolog B (S. cerevisiae),Colon Cancer; Somatic;  Non-Hodgkin Lymphoma;  Lymphoma; Non-Hodgkin; Somatic Show all 4
RAD54L,RAD54-like (S. cerevisiae),Breast Cancer; Invasive Ductal;  Lymphoma; Non-Hodgkin; Somatic;  Adenocarcinoma; Colonic; Somatic;  0
RAET1E,retinoic acid early transcript 1E,Cerebral Angioma
RAF1,v-raf-1 murine leukemia viral oncogene homolog 1,Leopard Syndrome 2;  Noonan Syndrome 5;  Kyasanur Forest Disease;  0
RAG1,recombination activating gene 1,Lymphopenia;  Cytomegalovirus Infection;  Alpha/beta T-Cell Lymphopenia With Gamma/delta T-Cell Expansion; Severe Cytomegalovirus Infection; And Autoimmunity;  
RAG2,recombination activating gene 2,Combined Cellular And Humoral Immune Defects With Granulomas;  Omenn Syndrome;  Severe Combined Immune Deficiency; Autosomal Recessive; T Cell-Negative; B Cell-Negative; Nk Cell-Positive; Rag1/rag2-Related;  Show all 6
RAI1,retinoic acid induced 1,Smith Magenis Syndrome 17P11.2 Microduplication Syndrome
RAI2,retinoic acid induced 2,Nance-Horan Syndrome
RAMP2,receptor (G protein-coupled) activity modifying protein 2,Acute Closed-Angle Glaucoma Pheochromocytoma
RAN,RAN; member RAS oncogene family,Muscular Atrophy Chronic Myelomonocytic Leukemia
RANBP2,RAN binding protein 2,Familial Acute Necrotizing Encephalopathy;  Inflammatory Myofibroblastic TumorEncephalopathy; Acute; Infection-Induced; 4
RAP1A,RAP1A; member of RAS oncogene family,Leukocyte Adhesion Deficiency; Type Iii;  Leukocyte Adhesion Deficiency;  Tuberous SclerosisShow all 4
RAP1GDS1,RAP1; GTP-GDP dissociation stimulator 1,Lymphocytic Leukemia; Acute T-Cell
RAP2A,RAP2A; member of RAS oncogene family,Kuhnt-Junius Degeneration
RAP2B,RAP2B; member of RAS oncogene family,Platelet Storage Pool Deficiency
RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,Amyotrophic Lateral Sclerosis Lateral Sclerosis
RAPSN,receptor-associated protein of the synapse,Fetal Akinesia Deformation Sequence;  Congenital Myasthenic Syndrome Associated With Acetylcholine Receptor Deficiency;  Myasthenic Syndrome; Congenital; Associated With Facial Dysmorphism And Acetylcholine Receptor Deficiency;  1
RARA,retinoic acid receptor; alpha,Aleukemic Leukemia Cutis;  Acute Promyelocytic Leukemia;  Caudal Regression Syndrome; Show all 7
RARB,retinoic acid receptor; beta,Hepatitis B;  Microphthalmia; Syndromic 12;  Hepatitis;  6
RARRES1,retinoic acid receptor responder (tazarotene induced) 1,Prostate Cancer
RARRES2,retinoic acid receptor responder (tazarotene induced) 2,Insulin Resistance;  Type 2 Diabetes Mellitus;  Skin Squamous Cell Carcinoma;  Show all 6
RARRES3,retinoic acid receptor responder (tazarotene induced) 3,Colorectal Adenocarcinoma
RARS2,arginyl-tRNA synthetase 2; mitochondrial,Pontocerebellar Hypoplasia Type 6;  Pontocerebellar Hypoplasia Pontocerebellar Hypoplasia Type 1A
RASA1,RAS p21 protein activator (GTPase activating protein) 1,Parkes Weber Syndrome;  Capillary Malformation-Arteriovenous Malformation Syndrome;  Rasa1-Related Disorders;  2
RASA2,RAS p21 protein activator 2,Kuru;  Neurofibromatosis Noonan Syndrome 1
RASD1,RAS; dexamethasone-induced 1,Multiple Myeloma Myeloma
RASGRP1,RAS guanyl releasing protein 1 (calcium and DAG-regulated),Systemic Lupus Erythematosus Leukocyte Adhesion Deficiency
RASGRP2,RAS guanyl releasing protein 2 (calcium and DAG-regulated),Bleeding Disorder; Platelet-Type; 18;  Leukocyte Adhesion Deficiency Leukocyte Adhesion Deficiency; Type Iii
RASSF1,Ras association (RalGDS/AF-6) domain family member 1,Intracranial Primitive Neuroectodermal Tumor;  Lung Cancer;  Monophasic Synovial Sarcoma; 2
RASSF6,Ras association (RalGDS/AF-6) domain family member 6,Bronchiolitis
RAX,retina and anterior neural fold homeobox,Rax-Related Anophthalmia/microphthalmia;  Microphthalmia; Isolated 3; Anophthalmia/microphthalmia;  Show all 6
RAX2,retina and anterior neural fold homeobox 2,Cone-Rod Dystrophy 11;  Age-Related Macular Degeneration 6;  Cone-Rod Dystrophy 2;  Show all 5
RB1,retinoblastoma 1,Trilateral Retinoblastoma;  Familial Retinoblastoma;  Osteosarcoma; Somatic;  6
RB1CC1,RB1-inducible coiled-coil 1,Breast Cancer; Somatic;  Ovarian Cancer Retinoblastoma
RBAK,RB-associated KRAB zinc finger,Familial Hyperaldosteronism
RBBP4,retinoblastoma binding protein 4,Retinoblastoma Intermediate Charcot-Marie-Tooth Neuropathy
RBBP5,retinoblastoma binding protein 5,Retinoblastoma
RBBP6,retinoblastoma binding protein 6,Retinoblastoma
RBBP7,retinoblastoma binding protein 7,Retinoblastoma
RBBP8,retinoblastoma binding protein 8,Jawad Syndrome;  Seckel Syndrome Type 2;  Pancreatic Carcinoma; Somatic;  
RBBP9,retinoblastoma binding protein 9,Retinoblastoma
RBCK1,RanBP-type and C3HC4-type zinc finger containing 1,Polyglucosan Body Myopathy; Early-Onset; With Or Without Immunodeficiency;  Hepatitis B; Hepatitis Show all 4
RBFOX1,RNA binding protein; fox-1 homolog (C. elegans) 1,Dengue Shock Syndrome
RBFOX2,RNA binding protein; fox-1 homolog (C. elegans) 2,Kaposis Sarcoma
RBFOX3,RNA binding protein; fox-1 homolog (C. elegans) 3,Pediatric Ependymoma Central Neurocytoma
RBL1,retinoblastoma-like 1,Retinoblastoma;  Unilateral Retinoblastoma Bilateral Retinoblastoma
RBL2,retinoblastoma-like 2,Unilateral Retinoblastoma;  Retinoblastoma Bilateral Retinoblastoma
RBM10,RNA binding motif protein 10,Tarp Syndrome;  Lymphogranuloma Venereum Talipes Equinovarus
RBM12,RNA binding motif protein 12,Gas Gangrene
RBM14,RNA binding motif protein 14,Farber Lipogranulomatosis Lipogranulomatosis
RBM15,RNA binding motif protein 15,Megakaryoblastic Acute Myeloid Leukemia With T(1;22)(P13;q13) Megakaryocytic Leukemia
RBM20,RNA binding motif protein 20,Familial Dilated Cardiomyopathy;  Cardiomyopathy; Dilated; 1Dd;  Rbm20-Related Dilated Cardiomyopathy;  Show all 5
